Name	Description	Company	Type no	no of channels
OOHR_VNIR	Ocean Optics High Resolution VNIR	OceanOptics	4	3845
Band	Average Wavelength (nm)	Full Width at Half the Maximum FWHM (nm)		
1022	443.04	0.5
1023	443.28	0.5
1024	443.52	0.5
1025	443.76	0.5
1026	444	0.5
1027	444.24	0.5
1028	444.48	0.5
1029	444.72	0.5
1030	444.96	0.5
1031	445.2	0.5
1032	445.44	0.5
1033	445.68	0.5
1034	445.92	0.5
1035	446.16	0.5
1036	446.4	0.5
1037	446.64	0.5
1038	446.88	0.5
1039	447.12	0.5
1040	447.36	0.5
1041	447.6	0.5
1042	447.84	0.5
1043	448.08	0.5
1044	448.32	0.5
1045	448.56	0.5
1046	448.8	0.5
1047	449.04	0.5
1048	449.28	0.5
1049	449.52	0.5
1050	449.76	0.5
1051	450	0.5
1052	450.24	0.5
1053	450.48	0.5
1054	450.72	0.5
1055	450.96	0.5
1056	451.2	0.5
1057	451.44	0.5
1058	451.68	0.5
1059	451.92	0.5
1060	452.16	0.5
1061	452.4	0.5
1062	452.64	0.5
1063	452.88	0.5
1064	453.12	0.5
1065	453.36	0.5
1066	453.6	0.5
1067	453.84	0.5
1068	454.08	0.5
1069	454.32	0.5
1070	454.56	0.5
1071	454.8	0.5
1072	455.04	0.5
1073	455.28	0.5
1074	455.52	0.5
1075	455.76	0.5
1076	456	0.5
1077	456.24	0.5
1078	456.48	0.5
1079	456.72	0.5
1080	456.96	0.5
1081	457.2	0.5
1082	457.44	0.5
1083	457.68	0.5
1084	457.92	0.5
1085	458.16	0.5
1086	458.4	0.5
1087	458.64	0.5
1088	458.88	0.5
1089	459.12	0.5
1090	459.36	0.5
1091	459.6	0.5
1092	459.84	0.5
1093	460.08	0.5
1094	460.32	0.5
1095	460.56	0.5
1096	460.8	0.5
1097	461.04	0.5
1098	461.28	0.5
1099	461.52	0.5
1100	461.76	0.5
1101	462	
1102	462.24
1103	462.48
1104	462.72
1105	462.96
1106	463.2
1107	463.44
1108	463.68
1109	463.92
1110	464.16
1111	464.4
1112	464.64
1113	464.88
1114	465.12
1115	465.36
1116	465.6
1117	465.84
1118	466.08
1119	466.32
1120	466.56
1121	466.8
1122	467.04
1123	467.28
1124	467.52
1125	467.76
1126	468
1127	468.24
1128	468.48
1129	468.72
1130	468.96
1131	469.2
1132	469.44
1133	469.68
1134	469.92
1135	470.16
1136	470.4
1137	470.64
1138	470.88
1139	471.12
1140	471.36
1141	471.6
1142	471.84
1143	472.08
1144	472.32
1145	472.56
1146	472.8
1147	473.04
1148	473.28
1149	473.52
1150	473.76
1151	474
1152	474.24
1153	474.48
1154	474.72
1155	474.96
1156	475.2
1157	475.44
1158	475.68
1159	475.92
1160	476.16
1161	476.4
1162	476.64
1163	476.88
1164	477.12
1165	477.36
1166	477.6
1167	477.84
1168	478.08
1169	478.32
1170	478.56
1171	478.8
1172	479.04
1173	479.28
1174	479.52
1175	479.76
1176	480
1177	480.24
1178	480.48
1179	480.72
1180	480.96
1181	481.2
1182	481.44
1183	481.68
1184	481.92
1185	482.16
1186	482.4
1187	482.64
1188	482.88
