Name	Description	Company	Type no	no of channels
ASD FSFR	ASD Fieldspec FR	ASD	4	2151
Band	Average Wavelength (nm)	Full Width at Half the Maximum FWHM (nm)		
588	937	2
589	938	2
590	939	2
591	940	2
592	941	2
593	942	2
594	943	2
595	944	2
596	945	2
597	946	2
598	947	2
599	948	2
600	949	2
601	950	2
602	951	2
603	952	2
604	953	2
605	954	2
606	955	2
607	956	2
608	957	2
609	958	2
610	959	2
611	960	2
612	961	2
613	962	2
614	963	2
615	964	2
616	965	2
617	966	2
618	967	2
619	968	2
620	969	2
621	970	2
622	971	2
623	972	2
624	973	2
625	974	2
626	975	2
627	976	2
628	977	2
629	978	2
630	979	2
631	980	2
632	981	2
633	982	2
634	983	2
635	984	2
636	985	2
637	986	2
638	987	2
639	988	2
640	989	2
641	990	2
642	991	2
643	992	2
644	993	2
645	994	2
646	995	2
647	996	2
648	997	2
649	998	2
650	999	2
651	1000	2
652	1001	2
653	1002	2
654	1003	2
655	1004	2
656	1005	2
657	1006	2
658	1007	2
659	1008	2
660	1009	2
661	1010	2
662	1011	2
663	1012	2
664	1013	2
665	1014	2
666	1015	2
667	1016	2
668	1017	2
669	1018	2
670	1019	2
671	1020	2
672	1021	2
673	1022	2
674	1023	2
675	1024	2
676	1025	2
677	1026	2
678	1027	2
679	1028	2
680	1029	2
681	1030	2
682	1031	2
683	1032	2
684	1033	2
685	1034	2
686	1035	2
687	1036	2
688	1037	2
689	1038	2
690	1039	2
691	1040	2
692	1041	2
693	1042	2
694	1043	2
695	1044	2
696	1045	2
697	1046	2
698	1047	2
699	1048	2
700	1049	2
701	1050	2
702	1051	2
703	1052	2
704	1053	2
705	1054	2
706	1055	2
707	1056	2
708	1057	2
709	1058	2
710	1059	2
711	1060	2
712	1061	2
713	1062	2
714	1063	2
715	1064	2
716	1065	2
717	1066	2
718	1067	2
719	1068	2
720	1069	2
721	1070	2
722	1071	2
723	1072	2
724	1073	2
725	1074	2
726	1075	2
727	1076	2
728	1077	2
729	1078	2
730	1079	2
731	1080	2
732	1081	2
733	1082	2
734	1083	2
735	1084	2
736	1085	2
737	1086	2
738	1087	2
739	1088	2
740	1089	2
741	1090	2
742	1091	2
743	1092	2
744	1093	2
745	1094	2
746	1095	2
747	1096	2
748	1097	2
749	1098	2
750	1099	2
751	1100	2
752	1101	2
753	1102	2
754	1103	2
755	1104	2
756	1105	2
757	1106	2
758	1107	2
759	1108	2
760	1109	2
761	1110	2
762	1111	2
763	1112	2
764	1113	2
765	1114	2
766	1115	2
767	1116	2
768	1117	2
769	1118	2
770	1119	2
771	1120	2
772	1121	2
773	1122	2
774	1123	2
775	1124	2
776	1125	2
777	1126	2
778	1127	2
779	1128	2
780	1129	2
781	1130	2
782	1131	2
783	1132	2
784	1133	2
785	1134	2
786	1135	2
787	1136	2
788	1137	2
789	1138	2
790	1139	2
791	1140	2
792	1141	2
793	1142	2
794	1143	2
795	1144	2
796	1145	2
797	1146	2
798	1147	2
799	1148	2
800	1149	2
801	1150	2
802	1151	2
803	1152	2
804	1153	2
805	1154	2
806	1155	2
807	1156	2
808	1157	2
809	1158	2
810	1159	2
811	1160	2
812	1161	2
813	1162	2
814	1163	2
815	1164	2
816	1165	2
817	1166	2
818	1167	2
819	1168	2
820	1169	2
821	1170	2
822	1171	2
823	1172	2
824	1173	2
825	1174	2
826	1175	2
827	1176	2
828	1177	2
829	1178	2
830	1179	2
831	1180	2
832	1181	2
833	1182	2
834	1183	2
835	1184	2
836	1185	2
837	1186	2
838	1187	2
839	1188	2
840	1189	2
841	1190	2
842	1191	2
843	1192	2
844	1193	2
845	1194	2
846	1195	2
847	1196	2
848	1197	2
849	1198	2
850	1199	2
851	1200	2
852	1201	2
853	1202	2
854	1203	2
855	1204	2
856	1205	2
857	1206	2
858	1207	2
859	1208	2
860	1209	2
861	1210	2
862	1211	2
863	1212	2
864	1213	2
865	1214	2
866	1215	2
867	1216	2
868	1217	2
869	1218	2
870	1219	2
871	1220	2
872	1221	2
873	1222	2
874	1223	2
875	1224	2
876	1225	2
877	1226	2
878	1227	2
879	1228	2
880	1229	2
881	1230	2
882	1231	2
883	1232	2
884	1233	2
885	1234	2
886	1235	2
887	1236	2
888	1237	2
889	1238	2
890	1239	2
891	1240	2
892	1241	2
893	1242	2
894	1243	2
895	1244	2
896	1245	2
897	1246	2
898	1247	2
899	1248	2
900	1249	2
901	1250	2
902	1251	2
903	1252	2
904	1253	2
905	1254	2
906	1255	2
907	1256	2
908	1257	2
909	1258	2
910	1259	2
911	1260	2
912	1261	2
913	1262	2
914	1263	2
915	1264	2
916	1265	2
917	1266	2
918	1267	2
919	1268	2
920	1269	2
921	1270	2
922	1271	2
923	1272	2
924	1273	2
925	1274	2
926	1275	2
927	1276	2
928	1277	2
929	1278	2
930	1279	2
931	1280	2
932	1281	2
933	1282	2
934	1283	2
935	1284	2
936	1285	2
937	1286	2
938	1287	2
939	1288	2
940	1289	2
941	1290	2
942	1291	2
943	1292	2
944	1293	2
945	1294	2
946	1295	2
947	1296	2
948	1297	2
949	1298	2
950	1299	2
951	1300	2
952	1301	2
953	1302	2
954	1303	2
955	1304	2
956	1305	2
957	1306	2
958	1307	2
959	1308	2
960	1309	2
961	1310	2
962	1311	2
963	1312	2
964	1313	2
965	1314	2
966	1315	2
967	1316	2
968	1317	2
969	1318	2
970	1319	2
971	1320	2
972	1321	2
973	1322	2
974	1323	2
975	1324	2
976	1325	2
977	1326	2
978	1327	2
979	1328	2
980	1329	2
981	1330	2
982	1331	2
983	1332	2
984	1333	2
985	1334	2
986	1335	2
987	1336	2
988	1337	2
989	1338	2
990	1339	2
991	1340	2
992	1341	2
993	1342	2
994	1343	2
995	1344	2
996	1345	2
997	1346	2
998	1347	2
999	1348	2
1000	1349	2
1001	1350	2
1002	1351	2
1003	1352	2
1004	1353	2
1005	1354	2
1006	1355	2
1007	1356	2
1008	1357	2
1009	1358	2
1010	1359	2
1011	1360	2
1012	1361	2
1013	1362	2
1014	1363	2
1015	1364	2
1016	1365	2
1017	1366	2
1018	1367	2
1019	1368	2
1020	1369	2
1021	1370	2
1022	1371	2
1023	1372	2
1024	1373	2
1025	1374	2
1026	1375	2
1027	1376	2
1028	1377	2
1029	1378	2
1030	1379	2
1031	1380	2
1032	1381	2
1033	1382	2
1034	1383	2
1035	1384	2
1036	1385	2
1037	1386	2
1038	1387	2
1039	1388	2
1040	1389	2
1041	1390	2
1042	1391	2
1043	1392	2
1044	1393	2
1045	1394	2
1046	1395	2
1047	1396	2
1048	1397	2
1049	1398	2
1050	1399	2
1051	1400	2
1052	1401	2
1053	1402	2
1054	1403	2
1055	1404	2
1056	1405	2
1057	1406	2
1058	1407	2
1059	1408	2
1060	1409	2
1061	1410	2
1062	1411	2
1063	1412	2
1064	1413	2
1065	1414	2
1066	1415	2
1067	1416	2
1068	1417	2
1069	1418	2
1070	1419	2
1071	1420	2
1072	1421	2
1073	1422	2
1074	1423	2
1075	1424	2
1076	1425	2
1077	1426	2
1078	1427	2
1079	1428	2
1080	1429	2
1081	1430	2
1082	1431	2
1083	1432	2
1084	1433	2
1085	1434	2
1086	1435	2
1087	1436	2
1088	1437	2
1089	1438	2
1090	1439	2
1091	1440	2
1092	1441	2
1093	1442	2
1094	1443	2
1095	1444	2
1096	1445	2
1097	1446	2
1098	1447	2
1099	1448	2
1100	1449	2
1101	1450	2
1102	1451	2
1103	1452	2
1104	1453	2
1105	1454	2
1106	1455	2
1107	1456	2
1108	1457	2
1109	1458	2
1110	1459	2
1111	1460	2
1112	1461	2
1113	1462	2
1114	1463	2
1115	1464	2
1116	1465	2
1117	1466	2
1118	1467	2
1119	1468	2
1120	1469	2
1121	1470	2
1122	1471	2
1123	1472	2
1124	1473	2
1125	1474	2
1126	1475	2
1127	1476	2
1128	1477	2
1129	1478	2
1130	1479	2
1131	1480	2
1132	1481	2
1133	1482	2
1134	1483	2
1135	1484	2
1136	1485	2
1137	1486	2
1138	1487	2
1139	1488	2
1140	1489	2
1141	1490	2
1142	1491	2
1143	1492	2
1144	1493	2
1145	1494	2
1146	1495	2
1147	1496	2
1148	1497	2
1149	1498	2
1150	1499	2
1151	1500	2
1152	1501	2
1153	1502	2
1154	1503	2
1155	1504	2
1156	1505	2
1157	1506	2
1158	1507	2
1159	1508	2
1160	1509	2
1161	1510	2
1162	1511	2
1163	1512	2
1164	1513	2
1165	1514	2
1166	1515	2
1167	1516	2
1168	1517	2
1169	1518	2
1170	1519	2
1171	1520	2
1172	1521	2
1173	1522	2
1174	1523	2
1175	1524	2
1176	1525	2
1177	1526	2
1178	1527	2
1179	1528	2
1180	1529	2
1181	1530	2
1182	1531	2
1183	1532	2
1184	1533	2
1185	1534	2
1186	1535	2
1187	1536	2
1188	1537	2
1189	1538	2
1190	1539	2
1191	1540	2
1192	1541	2
1193	1542	2
1194	1543	2
1195	1544	2
1196	1545	2
1197	1546	2
1198	1547	2
1199	1548	2
1200	1549	2
1201	1550	2
1202	1551	2
1203	1552	2
1204	1553	2
1205	1554	2
1206	1555	2
1207	1556	2
1208	1557	2
1209	1558	2
1210	1559	2
1211	1560	2
1212	1561	2
1213	1562	2
1214	1563	2
1215	1564	2
1216	1565	2
1217	1566	2
1218	1567	2
1219	1568	2
1220	1569	2
1221	1570	2
1222	1571	2
1223	1572	2
1224	1573	2
1225	1574	2
1226	1575	2
1227	1576	2
1228	1577	2
1229	1578	2
1230	1579	2
1231	1580	2
1232	1581	2
1233	1582	2
1234	1583	2
1235	1584	2
1236	1585	2
1237	1586	2
1238	1587	2
1239	1588	2
1240	1589	2
1241	1590	2
1242	1591	2
1243	1592	2
1244	1593	2
1245	1594	2
1246	1595	2
1247	1596	2
1248	1597	2
1249	1598	2
1250	1599	2
1251	1600	2
1252	1601	2
1253	1602	2
1254	1603	2
1255	1604	2
1256	1605	2
1257	1606	2
1258	1607	2
1259	1608	2
1260	1609	2
1261	1610	2
1262	1611	2
1263	1612	2
1264	1613	2
1265	1614	2
1266	1615	2
1267	1616	2
1268	1617	2
1269	1618	2
1270	1619	2
1271	1620	2
1272	1621	2
1273	1622	2
1274	1623	2
1275	1624	2
1276	1625	2
1277	1626	2
1278	1627	2
1279	1628	2
1280	1629	2
1281	1630	2
1282	1631	2
1283	1632	2
1284	1633	2
1285	1634	2
1286	1635	2
1287	1636	2
1288	1637	2
1289	1638	2
1290	1639	2
1291	1640	2
1292	1641	2
1293	1642	2
1294	1643	2
1295	1644	2
1296	1645	2
1297	1646	2
1298	1647	2
1299	1648	2
1300	1649	2
1301	1650	2
1302	1651	2
1303	1652	2
1304	1653	2
1305	1654	2
1306	1655	2
1307	1656	2
1308	1657	2
1309	1658	2
1310	1659	2
1311	1660	2
1312	1661	2
1313	1662	2
1314	1663	2
1315	1664	2
1316	1665	2
1317	1666	2
1318	1667	2
1319	1668	2
1320	1669	2
1321	1670	2
1322	1671	2
1323	1672	2
1324	1673	2
1325	1674	2
1326	1675	2
1327	1676	2
1328	1677	2
1329	1678	2
1330	1679	2
1331	1680	2
1332	1681	2
1333	1682	2
1334	1683	2
1335	1684	2
1336	1685	2
1337	1686	2
1338	1687	2
1339	1688	2
1340	1689	2
1341	1690	2
1342	1691	2
1343	1692	2
1344	1693	2
1345	1694	2
1346	1695	2
1347	1696	2
1348	1697	2
1349	1698	2
1350	1699	2
1351	1700	2
1352	1701	2
1353	1702	2
1354	1703	2
1355	1704	2
1356	1705	2
1357	1706	2
1358	1707	2
1359	1708	2
1360	1709	2
1361	1710	2
1362	1711	2
1363	1712	2
1364	1713	2
1365	1714	2
1366	1715	2
1367	1716	2
1368	1717	2
1369	1718	2
1370	1719	2
1371	1720	2
1372	1721	2
1373	1722	2
1374	1723	2
1375	1724	2
1376	1725	2
1377	1726	2
1378	1727	2
1379	1728	2
1380	1729	2
1381	1730	2
1382	1731	2
1383	1732	2
1384	1733	2
1385	1734	2
1386	1735	2
1387	1736	2
1388	1737	2
1389	1738	2
1390	1739	2
1391	1740	2
1392	1741	2
1393	1742	2
1394	1743	2
1395	1744	2
1396	1745	2
1397	1746	2
1398	1747	2
1399	1748	2
1400	1749	2
1401	1750	2
1402	1751	2
1403	1752	2
1404	1753	2
1405	1754	2
1406	1755	2
1407	1756	2
1408	1757	2
1409	1758	2
1410	1759	2
1411	1760	2
1412	1761	2
1413	1762	2
1414	1763	2
1415	1764	2
1416	1765	2
1417	1766	2
1418	1767	2
1419	1768	2
1420	1769	2
1421	1770	2
1422	1771	2
1423	1772	2
1424	1773	2
1425	1774	2
1426	1775	2
1427	1776	2
1428	1777	2
1429	1778	2
1430	1779	2
1431	1780	2
1432	1781	2
1433	1782	2
1434	1783	2
1435	1784	2
1436	1785	2
1437	1786	2
1438	1787	2
1439	1788	2
1440	1789	2
1441	1790	2
1442	1791	2
1443	1792	2
1444	1793	2
1445	1794	2
1446	1795	2
1447	1796	2
1448	1797	2
1449	1798	2
1450	1799	2
1451	1800	2
1452	1801	2
1453	1802	2
1454	1803	2
1455	1804	2
1456	1805	2
1457	1806	2
1458	1807	2
1459	1808	2
1460	1809	2
1461	1810	2
1462	1811	2
1463	1812	2
1464	1813	2
1465	1814	2
1466	1815	2
1467	1816	2
1468	1817	2
1469	1818	2
1470	1819	2
1471	1820	2
1472	1821	2
1473	1822	2
1474	1823	2
1475	1824	2
1476	1825	2
1477	1826	2
1478	1827	2
1479	1828	2
1480	1829	2
1481	1830	2
1482	1831	2
1483	1832	2
1484	1833	2
1485	1834	2
1486	1835	2
1487	1836	2
1488	1837	2
1489	1838	2
1490	1839	2
1491	1840	2
1492	1841	2
1493	1842	2
1494	1843	2
1495	1844	2
1496	1845	2
1497	1846	2
1498	1847	2
1499	1848	2
1500	1849	2
1501	1850	2
1502	1851	2
1503	1852	2
1504	1853	2
1505	1854	2
1506	1855	2
1507	1856	2
1508	1857	2
1509	1858	2
1510	1859	2
1511	1860	2
1512	1861	2
1513	1862	2
1514	1863	2
1515	1864	2
1516	1865	2
1517	1866	2
1518	1867	2
1519	1868	2
1520	1869	2
1521	1870	2
1522	1871	2
1523	1872	2
1524	1873	2
1525	1874	2
1526	1875	2
1527	1876	2
1528	1877	2
1529	1878	2
1530	1879	2
1531	1880	2
1532	1881	2
1533	1882	2
1534	1883	2
1535	1884	2
1536	1885	2
1537	1886	2
1538	1887	2
1539	1888	2
1540	1889	2
1541	1890	2
1542	1891	2
1543	1892	2
1544	1893	2
1545	1894	2
1546	1895	2
1547	1896	2
1548	1897	2
1549	1898	2
1550	1899	2
1551	1900	2
1552	1901	2
1553	1902	2
1554	1903	2
1555	1904	2
1556	1905	2
1557	1906	2
1558	1907	2
1559	1908	2
1560	1909	2
1561	1910	2
1562	1911	2
1563	1912	2
1564	1913	2
1565	1914	2
1566	1915	2
1567	1916	2
1568	1917	2
1569	1918	2
1570	1919	2
1571	1920	2
1572	1921	2
1573	1922	2
1574	1923	2
1575	1924	2
1576	1925	2
1577	1926	2
1578	1927	2
1579	1928	2
1580	1929	2
1581	1930	2
1582	1931	2
1583	1932	2
1584	1933	2
1585	1934	2
1586	1935	2
1587	1936	2
1588	1937	2
1589	1938	2
1590	1939	2
1591	1940	2
1592	1941	2
1593	1942	2
1594	1943	2
1595	1944	2
1596	1945	2
1597	1946	2
1598	1947	2
1599	1948	2
1600	1949	2
1601	1950	2
1602	1951	2
1603	1952	2
1604	1953	2
1605	1954	2
1606	1955	2
1607	1956	2
1608	1957	2
1609	1958	2
1610	1959	2
1611	1960	2
1612	1961	2
1613	1962	2
1614	1963	2
1615	1964	2
1616	1965	2
1617	1966	2
1618	1967	2
1619	1968	2
1620	1969	2
1621	1970	2
1622	1971	2
1623	1972	2
1624	1973	2
1625	1974	2
1626	1975	2
1627	1976	2
1628	1977	2
1629	1978	2
1630	1979	2
1631	1980	2
1632	1981	2
1633	1982	2
1634	1983	2
1635	1984	2
1636	1985	2
1637	1986	2
1638	1987	2
1639	1988	2
1640	1989	2
1641	1990	2
1642	1991	2
1643	1992	2
1644	1993	2
1645	1994	2
1646	1995	2
1647	1996	2
1648	1997	2
1649	1998	2
1650	1999	2
1651	2000	2
1652	2001	2
1653	2002	2
1654	2003	2
1655	2004	2
1656	2005	2
1657	2006	2
1658	2007	2
1659	2008	2
1660	2009	2
1661	2010	2
1662	2011	2
1663	2012	2
1664	2013	2
1665	2014	2
1666	2015	2
1667	2016	2
1668	2017	2
1669	2018	2
1670	2019	2
1671	2020	2
1672	2021	2
1673	2022	2
1674	2023	2
1675	2024	2
1676	2025	2
1677	2026	2
1678	2027	2
1679	2028	2
1680	2029	2
1681	2030	2
1682	2031	2
1683	2032	2
1684	2033	2
1685	2034	2
1686	2035	2
1687	2036	2
1688	2037	2
1689	2038	2
1690	2039	2
1691	2040	2
1692	2041	2
1693	2042	2
1694	2043	2
1695	2044	2
1696	2045	2
1697	2046	2
1698	2047	2
1699	2048	2
1700	2049	2
1701	2050	2
1702	2051	2
1703	2052	2
1704	2053	2
1705	2054	2
1706	2055	2
1707	2056	2
1708	2057	2
1709	2058	2
1710	2059	2
1711	2060	2
1712	2061	2
1713	2062	2
1714	2063	2
1715	2064	2
1716	2065	2
1717	2066	2
1718	2067	2
1719	2068	2
1720	2069	2
1721	2070	2
1722	2071	2
1723	2072	2
1724	2073	2
1725	2074	2
1726	2075	2
1727	2076	2
1728	2077	2
1729	2078	2
1730	2079	2
1731	2080	2
1732	2081	2
1733	2082	2
1734	2083	2
1735	2084	2
1736	2085	2
1737	2086	2
1738	2087	2
1739	2088	2
1740	2089	2
1741	2090	2
1742	2091	2
1743	2092	2
1744	2093	2
1745	2094	2
1746	2095	2
1747	2096	2
1748	2097	2
1749	2098	2
1750	2099	2
1751	2100	2
1752	2101	2
1753	2102	2
1754	2103	2
1755	2104	2
1756	2105	2
1757	2106	2
1758	2107	2
1759	2108	2
1760	2109	2
1761	2110	2
1762	2111	2
1763	2112	2
1764	2113	2
1765	2114	2
1766	2115	2
1767	2116	2
1768	2117	2
1769	2118	2
1770	2119	2
1771	2120	2
1772	2121	2
1773	2122	2
1774	2123	2
1775	2124	2
1776	2125	2
1777	2126	2
1778	2127	2
1779	2128	2
1780	2129	2
1781	2130	2
1782	2131	2
1783	2132	2
1784	2133	2
1785	2134	2
1786	2135	2
1787	2136	2
1788	2137	2
1789	2138	2
1790	2139	2
1791	2140	2
1792	2141	2
1793	2142	2
1794	2143	2
1795	2144	2
1796	2145	2
1797	2146	2
1798	2147	2
1799	2148	2
1800	2149	2
1801	2150	2
1802	2151	2
1803	2152	2
1804	2153	2
1805	2154	2
1806	2155	2
1807	2156	2
1808	2157	2
1809	2158	2
1810	2159	2
1811	2160	2
1812	2161	2
1813	2162	2
1814	2163	2
1815	2164	2
1816	2165	2
1817	2166	2
1818	2167	2
1819	2168	2
1820	2169	2
1821	2170	2
1822	2171	2
1823	2172	2
1824	2173	2
1825	2174	2
1826	2175	2
1827	2176	2
1828	2177	2
1829	2178	2
1830	2179	2
1831	2180	2
1832	2181	2
1833	2182	2
1834	2183	2
1835	2184	2
1836	2185	2
1837	2186	2
1838	2187	2
1839	2188	2
1840	2189	2
1841	2190	2
1842	2191	2
1843	2192	2
1844	2193	2
1845	2194	2
1846	2195	2
1847	2196	2
1848	2197	2
1849	2198	2
1850	2199	2
1851	2200	2
1852	2201	2
1853	2202	2
1854	2203	2
1855	2204	2
1856	2205	2
1857	2206	2
1858	2207	2
1859	2208	2
1860	2209	2
1861	2210	2
1862	2211	2
1863	2212	2
1864	2213	2
1865	2214	2
1866	2215	2
1867	2216	2
1868	2217	2
1869	2218	2
1870	2219	2
1871	2220	2
1872	2221	2
1873	2222	2
1874	2223	2
1875	2224	2
1876	2225	2
1877	2226	2
1878	2227	2
1879	2228	2
1880	2229	2
1881	2230	2
1882	2231	2
1883	2232	2
1884	2233	2
1885	2234	2
1886	2235	2
1887	2236	2
1888	2237	2
1889	2238	2
1890	2239	2
1891	2240	2
1892	2241	2
1893	2242	2
1894	2243	2
1895	2244	2
1896	2245	2
1897	2246	2
1898	2247	2
1899	2248	2
1900	2249	2
1901	2250	2
1902	2251	2
1903	2252	2
1904	2253	2
1905	2254	2
1906	2255	2
1907	2256	2
1908	2257	2
1909	2258	2
1910	2259	2
1911	2260	2
1912	2261	2
1913	2262	2
1914	2263	2
1915	2264	2
1916	2265	2
1917	2266	2
1918	2267	2
1919	2268	2
1920	2269	2
1921	2270	2
1922	2271	2
1923	2272	2
1924	2273	2
1925	2274	2
1926	2275	2
1927	2276	2
1928	2277	2
1929	2278	2
1930	2279	2
1931	2280	2
1932	2281	2
1933	2282	2
