Name	Description	Company	Type no	no of channels
APOGEE PAR-NIR	APOGEE PAR-NIR	APOGEE	100	1100
Band	Average Wavelength (nm)	Full Width at Half the Maximum FWHM (nm)		
1013	906	0.5
1014	906.5	0.5
1015	907	0.5
1016	907.5	0.5
1017	908	0.5
1018	908.5	0.5
1019	909	0.5
1020	909.5	0.5
1021	910	0.5
1022	910.5	0.5
1023	911	0.5
1024	911.5	0.5
1025	912	0.5
1026	912.5	0.5
1027	913	0.5
1028	913.5	0.5
1029	914	0.5
1030	914.5	0.5
1031	915	0.5
1032	915.5	0.5
1033	916	0.5
1034	916.5	0.5
1035	917	0.5
1036	917.5	0.5
1037	918	0.5
1038	918.5	0.5
1039	919	0.5
1040	919.5	0.5
1041	920	0.5
1042	920.5	0.5
1043	921	0.5
1044	921.5	0.5
1045	922	0.5
1046	922.5	0.5
1047	923	0.5
1048	923.5	0.5
1049	924	0.5
1050	924.5	0.5
1051	925	0.5
1052	925.5	0.5
1053	926	0.5
1054	926.5	0.5
1055	927	0.5
1056	927.5	0.5
1057	928	0.5
1058	928.5	0.5
1059	929	0.5
1060	929.5	0.5
1061	930	0.5
1062	930.5	0.5
1063	931	0.5
1064	931.5	0.5
1065	932	0.5
1066	932.5	0.5
1067	933	0.5
1068	933.5	0.5
1069	934	0.5
1070	934.5	0.5
1071	935	0.5
1072	935.5	0.5
1073	936	0.5
1074	936.5	0.5
1075	937	0.5
1076	937.5	0.5
1077	938	0.5
1078	938.5	0.5
1079	939	0.5
1080	939.5	0.5
1081	940	0.5
1082	940.5	0.5
1083	941	0.5
1084	941.5	0.5
1085	942	0.5
1086	942.5	0.5
1087	943	0.5
1088	943.5	0.5
1089	944	0.5
1090	944.5	0.5
1091	945	0.5
1092	945.5	0.5
1093	946	0.5
1094	946.5	0.5
1095	947	0.5
1096	947.5	0.5
1097	948	0.5
1098	948.5	0.5
1099	949	0.5
1100	949.5	0.5
