Name	Description	Company	Type no	no of channels
OOHR_NIR	Ocean Optics High Resolution NIR	OceanOptics	4	4400
Band	Average Wavelength (nm)	Full Width at Half the Maximum FWHM (nm)		
1004	737.06	0.5
1005	737.08	0.5
1006	737.1	0.5
1007	737.12	0.5
1008	737.14	0.5
1009	737.16	0.5
1010	737.18	0.5
1011	737.2	0.5
1012	737.22	0.5
1013	737.24	0.5
1014	737.26	0.5
1015	737.28	0.5
1016	737.3	0.5
1017	737.32	0.5
1018	737.34	0.5
1019	737.36	0.5
1020	737.38	0.5
1021	737.4	0.5
1022	737.42	0.5
1023	737.44	0.5
1024	737.46	0.5
1025	737.48	0.5
1026	737.5	0.5
1027	737.52	0.5
1028	737.54	0.5
1029	737.56	0.5
1030	737.58	0.5
1031	737.6	0.5
1032	737.62	0.5
1033	737.64	0.5
1034	737.66	0.5
1035	737.68	0.5
1036	737.7	0.5
1037	737.72	0.5
1038	737.74	0.5
1039	737.76	0.5
1040	737.78	0.5
1041	737.8	0.5
1042	737.82	0.5
1043	737.84	0.5
1044	737.86	0.5
1045	737.88	0.5
1046	737.9	0.5
1047	737.92	0.5
1048	737.94	0.5
1049	737.96	0.5
1050	737.98	0.5
1051	738	0.5
1052	738.02	0.5
1053	738.04	0.5
1054	738.06	0.5
1055	738.08	0.5
1056	738.1	0.5
1057	738.12	0.5
1058	738.14	0.5
1059	738.16	0.5
1060	738.18	0.5
1061	738.2	0.5
1062	738.22	0.5
1063	738.24	0.5
1064	738.26	0.5
1065	738.28	0.5
1066	738.3	0.5
1067	738.32	0.5
1068	738.34	0.5
1069	738.36	0.5
1070	738.38	0.5
1071	738.4	0.5
1072	738.42	0.5
1073	738.44	0.5
1074	738.46	0.5
1075	738.48	0.5
1076	738.5	0.5
1077	738.52	0.5
1078	738.54	0.5
1079	738.56	0.5
1080	738.58	0.5
1081	738.6	0.5
1082	738.62	0.5
1083	738.64	0.5
1084	738.66	0.5
1085	738.68	0.5
1086	738.7	0.5
1087	738.72	0.5
1088	738.74	0.5
1089	738.76	0.5
1090	738.78	0.5
1091	738.8	0.5
1092	738.82	0.5
1093	738.84	0.5
1094	738.86	0.5
1095	738.88	0.5
1096	738.9	0.5
1097	738.92	0.5
1098	738.94	0.5
1099	738.96	0.5
1100	738.98	0.5
1101	739	
1102	739.02
1103	739.04
1104	739.06
1105	739.08
1106	739.1
1107	739.12
1108	739.14
1109	739.16
1110	739.18
1111	739.2
1112	739.22
1113	739.24
1114	739.26
1115	739.28
1116	739.3
1117	739.32
1118	739.34
1119	739.36
1120	739.38
1121	739.4
1122	739.42
1123	739.44
1124	739.46
1125	739.48
1126	739.5
1127	739.52
1128	739.54
1129	739.56
1130	739.58
1131	739.6
1132	739.62
1133	739.64
1134	739.66
1135	739.68
1136	739.7
1137	739.72
1138	739.74
1139	739.76
1140	739.78
1141	739.8
1142	739.82
1143	739.84
1144	739.86
1145	739.88
1146	739.9
1147	739.92
1148	739.94
1149	739.96
1150	739.98
1151	740
1152	740.02
1153	740.04
1154	740.06
1155	740.08
1156	740.1
1157	740.12
1158	740.14
1159	740.16
1160	740.18
1161	740.2
1162	740.22
1163	740.24
1164	740.26
1165	740.28
1166	740.3
1167	740.32
1168	740.34
1169	740.36
1170	740.38
1171	740.4
1172	740.42
1173	740.44
1174	740.46
1175	740.48
1176	740.5
1177	740.52
1178	740.54
1179	740.56
1180	740.58
1181	740.6
1182	740.62
1183	740.64
1184	740.66
1185	740.68
1186	740.7
1187	740.72
1188	740.74
1189	740.76
1190	740.78
1191	740.8
1192	740.82
1193	740.84
1194	740.86
1195	740.88
1196	740.9
1197	740.92
1198	740.94
1199	740.96
1200	740.98
1201	741
1202	741.02
1203	741.04
1204	741.06
1205	741.08
1206	741.1
1207	741.12
1208	741.14
1209	741.16
1210	741.18
1211	741.2
1212	741.22
1213	741.24
1214	741.26
1215	741.28
1216	741.3
1217	741.32
1218	741.34
1219	741.36
1220	741.38
1221	741.4
1222	741.42
1223	741.44
1224	741.46
1225	741.48
1226	741.5
1227	741.52
1228	741.54
1229	741.56
1230	741.58
1231	741.6
1232	741.62
1233	741.64
1234	741.66
1235	741.68
1236	741.7
1237	741.72
1238	741.74
1239	741.76
1240	741.78
1241	741.8
1242	741.82
1243	741.84
1244	741.86
1245	741.88
1246	741.9
1247	741.92
1248	741.94
1249	741.96
1250	741.98
1251	742
1252	742.02
1253	742.04
1254	742.06
1255	742.08
1256	742.1
1257	742.12
1258	742.14
1259	742.16
1260	742.18
1261	742.2
1262	742.22
1263	742.24
1264	742.26
1265	742.28
1266	742.3
1267	742.32
1268	742.34
1269	742.36
1270	742.38
1271	742.4
1272	742.42
1273	742.44
1274	742.46
1275	742.48
1276	742.5
1277	742.52
1278	742.54
1279	742.56
1280	742.58
1281	742.6
1282	742.62
1283	742.64
1284	742.66
1285	742.68
1286	742.7
1287	742.72
1288	742.74
1289	742.76
1290	742.78
1291	742.8
1292	742.82
1293	742.84
1294	742.86
1295	742.88
1296	742.9
1297	742.92
1298	742.94
1299	742.96
1300	742.98
1301	743
1302	743.02
1303	743.04
1304	743.06
1305	743.08
1306	743.1
1307	743.12
1308	743.14
1309	743.16
1310	743.18
1311	743.2
1312	743.22
1313	743.24
1314	743.26
1315	743.28
1316	743.3
1317	743.32
1318	743.34
1319	743.36
1320	743.38
1321	743.4
1322	743.42
1323	743.44
1324	743.46
1325	743.48
1326	743.5
1327	743.52
1328	743.54
1329	743.56
1330	743.58
1331	743.6
1332	743.62
1333	743.64
1334	743.66
1335	743.68
1336	743.7
1337	743.72
1338	743.74
1339	743.76
1340	743.78
1341	743.8
1342	743.82
1343	743.84
1344	743.86
1345	743.88
1346	743.9
1347	743.92
1348	743.94
1349	743.96
1350	743.98
1351	744
1352	744.02
1353	744.04
1354	744.06
1355	744.08
1356	744.1
1357	744.12
1358	744.14
1359	744.16
1360	744.18
1361	744.2
1362	744.22
1363	744.24
1364	744.26
1365	744.28
1366	744.3
1367	744.32
1368	744.34
1369	744.36
1370	744.38
1371	744.4
1372	744.42
1373	744.44
1374	744.46
1375	744.48
1376	744.5
1377	744.52
1378	744.54
1379	744.56
1380	744.58
1381	744.6
1382	744.62
1383	744.64
1384	744.66
1385	744.68
1386	744.7
1387	744.72
1388	744.74
1389	744.76
1390	744.78
1391	744.8
1392	744.82
1393	744.84
1394	744.86
1395	744.88
1396	744.9
1397	744.92
1398	744.94
1399	744.96
1400	744.98
1401	745
1402	745.02
1403	745.04
1404	745.06
1405	745.08
1406	745.1
1407	745.12
1408	745.14
1409	745.16
1410	745.18
1411	745.2
1412	745.22
1413	745.24
1414	745.26
1415	745.28
